"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","Number of Patients 1","Footnote 1","Percent of Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","Number of Patients 2","Footnote 2","Percent of Heart Failure Patients Given Discharge Instructions","Number of Patients 3","Footnote 3"
"100258","DELRAY MEDICAL CENTER","5352 LINTON BLVD","","","DELRAY BEACH","FL","33484","PALM BEACH","5614984440","100","626","","100","151","","100","473",""
"351307","ST ANDREWS HEALTH CENTER - CAH","316 OHMER STREET","","","BOTTINEAU","ND","58318","BOTTINEAU","7012289300","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","","","EAST ORANGE                   ","NJ","07018","ESSEX","9736761000","100","105","","94","50","","93","87",""
"500148","WENATCHEE VALLEY HOSPITAL","820 NORTH CHELAN STREET","","","WENATCHEE","WA","98801","CHELAN","5096638711","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"450639","TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD","1600 HOSPITAL PARKWAY","","","BEDFORD","TX","76022","TARRANT","8176854000","100","395","","99","129","","98","298",""
"431321","STURGIS REGIONAL HOSPITAL","949 HARMON STREET","","","STURGIS","SD","57785","MEADE","6057202400","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"330102","KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE","","","KENMORE","NY","14217","ERIE","7164476100","100","255","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","64","The hospital indicated that the data submitted for this measure were based on a sample of cases","87","172","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"271318","BARRETT MEMORIAL HOSPITAL","600 MT HWY 91 S","","","DILLON","MT","59725","BEAVERHEAD","4066833000","100","16","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","85","13","The number of cases is too small to reliably tell how well a hospital is performing"
"490117","CARILION TAZEWELL COMMUNITY HOSPITAL","141 BEN BOLT AVENUE","","","TAZEWELL","VA","24651","TAZEWELL","2769888700","89","35","","92","12","The number of cases is too small to reliably tell how well a hospital is performing","90","31",""
"370173","CLAREMORE INDIAN HOSPITAL","101 SOUTH MOORE AVE","","","CLAREMORE","OK","74017","ROGERS","9183418430","100","17","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","76","17","The number of cases is too small to reliably tell how well a hospital is performing"
"450771","TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","6200 W PARKER RD","","","PLANO","TX","75093","COLLIN","9729818000","100","193","","97","59","","93","148",""
"220098","NASHOBA VALLEY MEDICAL CENTER","200 GROTON ROAD","","","AYER","MA","01432","MIDDLESEX","9787849000","98","60","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","71","35",""
"230222","MIDMICHIGAN MEDICAL CENTER-MIDLAND","4000 WELLNESS DRIVE","","","MIDLAND","MI","48670","MIDLAND","9898393000","98","263","The hospital indicated that the data submitted for this measure were based on a sample of cases","83","54","The hospital indicated that the data submitted for this measure were based on a sample of cases","47","212","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"141337","PERRY MEMORIAL HOSPITAL","530 PARK AVENUE EAST","","","PRINCETON","IL","61356","BUREAU","8158752811","100","57","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","30",""
"450686","UNIVERSITY MEDICAL CENTER","602 INDIANA AVENUE","","","LUBBOCK","TX","79415","LUBBOCK","8067758200","99","269","The hospital indicated that the data submitted for this measure were based on a sample of cases","89","91","The hospital indicated that the data submitted for this measure were based on a sample of cases","89","220","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"110168","REDMOND REGIONAL MEDICAL CENTER","501 REDMOND ROAD","","","ROME","GA","30165","FLOYD","7068023012","100","636","","99","188","","88","548",""
"100086","BROWARD HEALTH NORTH","201 E SAMPLE RD","","","POMPANO BEACH","FL","33064","BROWARD","9547866950","100","283","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","84","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","232","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"161354","HORN MEMORIAL HOSPITAL","701 EAST 2ND STREET","","","IDA GROVE","IA","51445","IDA","7123643311","60","15","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"390050","ALLEGHENY GENERAL HOSPITAL","320 EAST NORTH AVENUE","","","PITTSBURGH","PA","15212","ALLEGHENY","4123593131","100","638","","99","272","","96","536",""
"201312","WALDO COUNTY GENERAL HOSPITAL","118 NORTHPORT AVE","","","BELFAST","ME","04915","WALDO","2073382500","100","31","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","89","18","The number of cases is too small to reliably tell how well a hospital is performing"
"250049","BEACHAM MEMORIAL HOSPITAL","205 N CHERRY ST","","","MAGNOLIA","MS","39652","PIKE","6017832351","81","37","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","27","30",""
"190263","HEART HOSPITAL OF LAFAYETTE","1105 KALISTE SALOOM ROAD","","","LAFAYETTE","LA","70508","LAFAYETTE","3375211000","99","129","","97","33","","100","116",""
"430016","AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER","1325 S CLIFF AVE  PO BOX 5045","","","SIOUX FALLS","SD","57117","MINNEHAHA","6053227814","100","242","","91","57","","97","198",""
"100019","HOLMES REGIONAL MEDICAL CENTER","1350 S HICKORY ST","","","MELBOURNE","FL","32901","BREVARD","3214347000","100","729","","93","276","","99","574",""
"390304","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE","","","PHILADELPHIA","PA","19128","PHILADELPHIA","2154839900","99","148","","89","54","","99","90",""
"06005F","VA EASTERN COLORADO HEALTHCARE SYSTEM","1055 CLERMONT STREET","","","DENVER                        ","CO","80220","DENVER","3033932800","99","189","","95","100","","94","173",""
"310060","ST LUKE'S WARREN HOSPITAL","185 ROSEBERRY ST","","","PHILLIPSBURG","NJ","08865","WARREN","9088596700","100","208","","98","48","","97","151",""
"230092","ALLEGIANCE HEALTH","205 N EAST AVE","","","JACKSON","MI","49201","JACKSON","5177884800","100","458","","98","110","","82","362",""
"520100","BELOIT MEM HSPTL","1969 W HART RD","","","BELOIT","WI","53511","ROCK","6083645011","100","153","","85","40","","90","118",""
"420010","CAROLINA PINES REGIONAL MEDICAL CENTER","1304 W BOBO NEWSOM HWY","","","HARTSVILLE","SC","29550","DARLINGTON","8643392100","100","199","","100","54","","94","188",""
"390220","JENNERSVILLE REGIONAL HOSPITAL","1015 WEST BALTIMORE PIKE","","","WEST GROVE","PA","19390","CHESTER","6108691000","98","117","","91","33","","94","82",""
"520057","ST CLARE HSPTL HLTH SVCS","707 14TH ST","","","BARABOO","WI","53913","SAUK","6083561400","100","69","","100","25","","100","58",""
"360210","GRADY MEMORIAL HOSPITAL","561 WEST CENTRAL AVENUE","","","DELAWARE","OH","43015","DELAWARE","7403685145","100","103","","100","23","The number of cases is too small to reliably tell how well a hospital is performing","97","75",""
"460019","UINTAH BASIN MEDICAL CENTER","250 WEST 300 NORTH (75-2)","","","ROOSEVELT","UT","84066","DUCHESNE","4357224691","88","40","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","53","30",""
"161329","JACKSON COUNTY REGIONAL HEALTH CENTER","700 W GROVE ST","","","MAQUOKETA","IA","52060","JACKSON","5636522474","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"470024","NORTHWESTERN MEDICAL CENTER INC","133 FAIRFIELD STREET","","","SAINT ALBANS","VT","05478","FRANKLIN","8025245911","100","56","","88","16","The number of cases is too small to reliably tell how well a hospital is performing","82","39",""
"261307","PERSHING MEMORIAL HOSPITAL","130 EAST LOCKLING","","","BROOKFIELD","MO","64628","LINN","6602582222","22","59","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","86","22","The number of cases is too small to reliably tell how well a hospital is performing"
"231304","HELEN NEWBERRY JOY HOSPITAL","502 W HARRIE ST","","","NEWBERRY","MI","49868","LUCE","9062939200","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"501324","OKANOGAN-DOUGLAS DISTRICT HOSPITAL","507 HOSPITAL WAY","","","BREWSTER","WA","98812","OKANOGAN","5096892517","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
